target,subject
0,TGE: Thugs of South Boston and The Revenge of the Bandit Princess
0,Re: New Sequences Window
1,PROTECT YOUR FAMILY'S FUTURE and Save up to 70%
1,Customized Warez CDs
0,Re: Sorting
0,Re: [ILUG] inputting chinese characters in Redhat 7.3
0,Re: [SAtalk] BIG CHANGE coming up in cvs
1,Attn: NORTON SYSTEMWORKS CLEARANCE SALE_ONLY $29.99! Y
1,Toners and inkjet cartridges for less.... DTQAWN
0,[zzzzteana] And deliver us from weevil
1,[ILUG] Free Cell phone with any Plan!
1,Looking for property in SPAIN?
1,Incredible Pictures!!!!!!!!
0,Re: [ILUG] Optimizing for Pentium Pt.2
0,"Re: Mossberg on 'ChoiceMail': ""In my tests, it cut my spam to zero."""
0,[zzzzteana] Big cats 'on the increase'
1,Great Idea for You byrdshot
1,Get on the Bus.. gbvzzzz
0,Re: use new apt to do null to RH8 upgrade?
0,Re: Selling Wedded Bliss (was
0,Re: [ILUG] ILUG newsgroup(s)?
1,http://www.efi.ie/
0,RE: Cancelling earthlink
1,ADV: Life Insurance - Pennies a day! -- FREE Quote cmgpk
0,Re: SunMSapple meta4 of the day
0,[ILUG] Dermot Beirne/Dublin/IE/Exel is out of the office.
1,make $2550 extra this month
1,Lowest Mortgage Rates Around
0,Something for the person who has everything
1,Spend Too Much On Your Phone Bill? 25711
0,Hopes fade in Ulster crisis talks
1,Time Share
0,"scan bug: no update after Pick's ""New FTOC"""
1,Undeliverable JPTJ
1,Re: girls
1,21st Century Web Specialists JRGBM
0,Gold Lake Mountain Resort looks pretty gooood. Man there are a lot of cool
0,"[Spambayes] deleting ""duplicate"" spam before training? good idea orbad?"
0,[use Perl] Stories for 2002-09-13
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
0,[Spambayes] Deployment
0,[Spambayes] Deployment
1,Pru Life's UL Portfolio Rocks
0,Re: apt repository for irssi
0,[use Perl] Headlines for 2002-10-09
0,Man finds lost marbles after 70 years....
0,Re: New Sequences Window
0,RE: [ILUG] Drop in replacement for Ingres Database?
0,The new trailer for the Lord of the Rings comes out today on AOL only. AICN has the video for everyone else. AOL surrenders
0,RE: [zzzzteana] Digest Number 2453
0,"Re: [Razor-users] Smrazor, Milter, and Max connections"
0,Human handshake opens data stream
1,Here's Your Chance...
0,Re: [ILUG] eircoms adsl modems
1,You Are Approved!!! (158545)
1,Good or Bad Credit Merchant Account ayaxa
1,ADV: Life Insurance - Pennies a day! -- FREE Quote dxyxi
0,freshrpms.net resources (was
0,Re: [ILUG-Social]
0,Re: New testing packages
0,"Africa's deserts are in ""spectacular"" retreat"
0,Kissinger
0,Re: [Razor-users] Collision of hashes?
0,Re: [ILUG] [OT] GPL & PHP Question
1,Foreign Currency Trading Report
0,[Spambayes] Maybe change X-Spam-Disposition to something else...
1,Expand Your Business! [wz6lo]
0,Nobel prize for British and US scientists
1,FW:
1,Did I give you the money yet? DLRA
1,Fw: NORTON SYSTEMWORKS 2002 CLEARANCE SALE! 11058
0,"RE: OSCOM Berkeley report: Xopus, Bitflux, Plone, Xoops"
1,Re: Money Issues YGR
0,Re: Ximian apt repos?
0,Re: Electric car an Edsel...
0,Re: Pango problems
0,RE: [Razor-users] spamassassin+razor2
0,Re: use new apt to do null to RH8 upgrade?
0,RE: [SAtalk] Too funny
1,Play a Hilarious Phone Prank
0,[ILUG] Training in Ireland ?
1,Medical Break-Though In Cell Rejuvenation
0,[zzzzteana]
1,A youthful and slim summer in 2002
0,Yahoo Finance RSS Beta
0,Bosnia goes it alone for first full poll
1,Mothers you want to fuck
1,work from home. free info
1,[ILUG]
0,[Razor-users] My razor identity reputation score
0,Re: [Baseline] Raising chickens the high-tech way
1,HELP WANTED. WORK FROM HOME FREE INFO
0,Re: [ILUG] slashdot EW Dijkstra humor
1,Congrats! Here are your 2 Free Airline Tickets
0,Re: RealNames ceases trading
0,Re: The GOv gets tough on Net Users.....er Pirates..
1,This investment could save your life24607
1,Online credit repair.Do it yourself. 24898
0,Shatter Attacks - How to break Windows
0,RE: The Curse of India's Socialism
0,RE: Slaughter in the Name of God
1,Let get together when you get back
1,The Best Policies for Less Than a Dollar a Day!
0,"Our friends the Palestinians, Our servants in government."
0,"RE: Our friends the Palestinians, Our servants in government."
0,Re: [ILUG] adsl router modem combo
0,Re: [ILUG] Checking that cronjobs actually ran?
0,Re: [Razor-users]
0,[ILUG] Linux Install
0,whoa
1,SYSTEMWORKS CLEARANCE SALE_LIMITED QUANTITIES_ONLY $29.99 8785
0,[Spambayes] test sets?
1,Collect Your Money!
0,info-theoretic model of anonymity
0,"If you're going to turn on an electric pump to remove water from flooded basement, it's probably a good idea to wear shoes"
1,RE: Doctor Approved Pill LGW
1,"New Improved Fat Burners, Now With TV Fat Absorbers!"
0,Re[2]: Forged whitelist spam
0,Fake News
1,"New, easy to use web conferencing software"
0,Re: [ILUG] Secure remote file access
0,Re: Internet saturation (but not in Iceland)
0,RE: [ILUG] linux pthreads problem
0,Re: Selling Wedded Bliss (was
0,Education debate
0,Re: Exmh && speed
0,[Razor-users]
0,Warchalking FAQ
1,DATA
0,Re: central management
0,Re: use of base image / delta image for automated recovery from attacks
1,FREE ONLINE TRADER TRAINING!
0,Re: K3B
0,Ray
0,Re: --with ...
1,Business opportunity!
0,Re: Re[2]: Al'Qaeda's fantasy ideology: Policy Review no. 114
0,Re: Content management for MP3s
0,[Spambayes] All Cap or Cap Word Subjects
0,Re: bad focus/click behaviours
0,Re: req: Falcon's eye
1,Are you ready for 10/5/2002?
0,Re: [SAtalk] O.T. Habeus -- Why?
0,Red Hat 8.0
1,-> IN THE NEWS TODAY <----
0,Re: Microsoft buys XDegress - more of a p2p/distributed data thing...
0,Apt problems
0,Re: Holidays for freshrpms.net :-)
0,Re: EBusiness
0,Seaman recalled for Euro campaign
1,One Sale - Three Commission Streams
1,Vary your interests!
0,[Razor-users] Collision of hashes?
0,Re: ALSA Problem with Null kernel
0,Speaking in Texas this Friday
0,[fwd: error exmh 2.5 07/13/2001 ]
0,Re: CVS report
0,Re: [ILUG] inputting chinese characters in Redhat 7.3
1,hurry
1,Clean your credit right from your computer! GN
0,Neutrino and X-ray physicists win Nobel Prize
0,Mailing addresses against spam?
0,Re: Perhaps Apple isn't as user-friendly as we thought...
0,Re: [ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3)
0,Catalog of Tomorrow released
1,Feel The Power!
0,Re: [ILUG] slashdot EW Dijkstra humor
1,UK's Leading PC Specialist
0,Re: No more spell-check
1,Competitive Mortgage Rates
0,Re: [IIU] Eircom aDSL Nat'ing
0,[use Perl] Stories for 2002-08-10
1,Profitable Business Relationship
1,I have visited IIU.TAINT.ORG and noticed that ...
0,Re: sed /s/United States/Roman Empire/g
0,[SAtalk] Why not upgrade to 2.40 today? (was:
0,calling wayne baisley@#!
0,Re: What's cool about doing nothing
1,LOOK ! Y O U are a W I N N E R here ! - Don't miss out ! ! 6113
1,eBay ordering8932
1,=?iso-8859-1?B?SXQnc6BUaW1loHRvoEludmVzdKB5b3VyoFdheQ==?=
0,Re: building as non-root / newbie question
0,Re: [SAtalk] O.T. Habeus -- Why?
1,"Hey wassup, Remember me ;) Below is the result of your feedback form. It was submitted by (Pamela@Blinkese.com) on Thursday, July 25, 2002 at 10:49:57 --------------------------------------------------------------------------- : <font size=5><br><br><a href=""http://pluginaccess.com/?w=edog&type=exe"">CLICK HERE FOR SOME OF THE BEST AND NASTIEST XXX ON THE NET! YOU DONT EVEN NEED A CREDIT CARD!</a> --------------------------------------------------------------------------- --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by: Jabber - The world's fastest growing real-time communications platform! Don't just IM. Build it in! http://www.jabber.com/osdn/xim _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings"
1,300 Million Business & Consumer eMaiL AddRESSES on 3 CDs $ 99
1,A Unique Dual Income Opportunity
0,[Spambayes] Ditching WordInfo
0,Re: A biblical digression
0,Re: V2.4 keeps incorrectly blue-ing folders
1,The best possible mortgage
0,Re: [ILUG] CVS question?
0,Re: [Razor-users] Reliability of the razor servers?
0,[Razor-users] Razor and Pine
1,Chicago office base - without the office space? smbqt
0,Sony gets handed a set back in Ausyland
0,Re: K3B
0,Re: PATCH (was:
0,Re: boycotting yahoo
0,Sorting
1,I saw your email 7272Gtnz8-338r-13
1,Are Your Mortgage Rates The Best They Can Be........ 0922LkVT8-113rFxd3342c-21
0,[SAtalk] Compile error under Digital Unix
0,[Razor-users] False Positives on EFF Messages
0,"Re: Ack, apt-get still failing for me, stumped. [RH8]"
1,Give Away FREE CD's - Earn $5K in 30 Days!
1,Your approval is needed
1,ADV: Search Engine Placement
0,Re: [ILUG]
0,Re: [ILUG-Social]
0,Re: Ximian apt repos?
1,Important
0,Re: mplayer not working for me
0,Energy gamers screwed California economy
0,"Re: hauns_froehlingsdorf@infinetivity.com This is an automated response to a message you have sent to hauns_froehlingsdorf@infinetivity.com. I will be out of the office until Monday, August 26 2002. I will reply to your email when I return. Hauns ___________________________________ Hauns Froehlingsdorf Network/Systems Manager infinetivity, inc. 952-225.4200 http://www.infinetivity.com"
1,Use your Computer to fix your Bad Credit. 9840
1,smut passes 331611865443
1,Definitely the answer many have been waiting for!!
0,Re: Selling Wedded Bliss (was
0,Drivezilla -- 200GB Drives from Western Digital
0,Shader
1,Herbal Viagra 30 day trial.... OV
0,Malicious code hidden in email software
0,Re: Ximian apt repos?
0,[ILUG] sysctl.conf
0,'Miracle' gene therapy trial halted
1,CIGARETTES WHOLESALE! HYWWZZLZD
0,Re: Benjamin Wallace Higgins
0,Electric Language
0,[zzzzteana]
1,Impaired Risk Case of the Month
0,Re: Selling Wedded Bliss (was
0,Re: [Razor-users] unsubscribe
1,An Untapped Market = An Easy Sale
0,Re: [SAtalk] Highest-scoring false positive
0,Re: Ximian apt repos?
0,Re: [ILUG] connecting at 1200bps in RH7.3 (help!)
0,RE: Documentation about built-in RPM macros?
0,Perhaps Apple isn't as user-friendly as we thought...
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
0,RE: Recommended Viewing
0,[IIU] Postcards from Planet Google *LONG*
0,Re: CVS report
0,Re: [ILUG] slashdot EW Dijkstra humor
1,Pay nothing for your conference calls!
1,Re: Account Information
0,Tory leader risks all on 80s revival
0,"[zzzzteana] ""Put this in your stereo and smoke it ... """
0,Limbo beta 2 ?
0,"For you, and you, and Timmy"
0,Re: [ILUG] slashdot EW Dijkstra humor
1,REQUEST FOR ASSISTANCE
0,Re: [ILUG] Caching downloaded programs at gateway
0,Is rap music art? Rap song about farting answers that question
0,Re: [SAtalk] SA and Patented Ideas (was: SA In The News)
0,[zzzzteana] Surfing the tube
0,[Spambayes] Ditching WordInfo
0,Re: [ILUG] adsl router modem combo
1,Free New Cars for the Taking!
1,"BIZ, .INFO, .COM for only $14.95 (5026HbTl0-754G@13)"
0,a problem with apt-get
0,Re: [ILUG] RH7.3 on Cobalt - the saga continues
0,Re: [ILUG] hwclock
0,
0,"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was"
0,Re: [ILUG] Mail sent to ILUG
0,Google PR sends a message that they have a new News service. Maybe I'm slow
0,[Razor-users]
0,A couple of nits...
0,Re: Re[2]: Al'Qaeda's fantasy ideology: Policy Review no. 114
1,taint.org
0,Re: Re[2]: Al'Qaeda's fantasy ideology: Policy Review no. 114
0,[ILUG] freeserve in the uk?
1,Call me on My Telephone Number 234-80-33357110
1,"Get Big, Ripped & Strong!! Deca, D-BOL, Winni-V!1095"
0,Re: [ILUG] jpeg patented...
0,Re: The GOv gets tough on Net Users.....er Pirates..
0,[ILUG] Gentoo Linux
0,FreeBSD or Linux for your MySQL Server?
0,Re: The Disappearing Alliance
0,Re: [ILUG] ipfw vs ipchains vs iptables
1,Earn 20 times your peers
1,Herbal Viagra 30 day trial.... XMXP
0,RE: [ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3)
0,Anolther sequence related traceback
0,[ILUG] tcpd
0,Re: [ILUG] slashdot EW Dijkstra humor
0,Re: [ILUG] Gentoo Linux
0,Re: [zzzzteana]
0,Re: EBusiness
0,[zzzzteana]
0,New Gunner Gilberto is quick to earn his stripes
0,Re: A message for our times
0,Re: [Razor-users] What's wrong with the Razor servers now?
0,AA Meetings the Hottest Place to Meet Women With Big Bucks
0,Re: [ILUG] How to copy some files
0,[ILUG] nmblookup question
0,Live forever or die trying
1,=?GBK?B?U3VuZnJvbSBsaWdodGluZyDE+rXEwvrS4srHztLDx9e3x/O1xMS/seo=?=
0,RE: Re[2]: Selling Wedded Bliss (was
0,RE: Re[4]: A moment of silence for the First Amendment (fwd)
0,Digital radio playlists are prohibited?!
0,Duct-tapers -- suspension and bondage fetish goes mainstream
0,Re: [Razor-users] What's wrong with the Razor servers now?
0,[Spambayes] Deployment
0,Re: A couple of nits...
0,[IRR]
0,RE: when building a rpm i386-redhat-linux- is appended to man page
0,Re: request ?
0,[Razor-users] razor vs cloudmark - merging?
1,[ILUG] please kindly get back to me
0,Re: Google? Not in China
1,URGENT HELP
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
1,Memory loss?
1,"eBay, How To Secure Your Financial Future And Increase Your Income 23827"
0,request ?
1,"See a Horny Teen Girl Do a horse with a 31 inch C*ck it's FREE! -pkqolhil SEE a Teen Farm Girl Do it with her horse see it Free! You think you have seen some pretty crazy p*rn on the internet?YOU HAVEN'T SEEN SH*T! I saw the most unbelievable movie clip ever to grace the internet! These guys put up a clip of a beautiful teen farm girl who actually f*cks her horse! NO BULLSHIT,SHE ACTUALLY F*CKS A HORSE WITH A 31 INCH C*CK! http://www.netvisionsenterprises.com/lpz/ wz^argabgrvap(pbz"
0,[use Perl] Stories for 2002-07-31
1,The Stickiest Faces Ever!!!!
0,moooozilla
0,"At last, I have an excuse"
0,Rebuild at Ground Zero
0,[SAdev] [Bug 960] COMMENT low-performing rule pruned
0,RE: Goodbye Global Warming
0,Re: Zoot apt/openssh & new DVD playing doc
0,Re: CD player UI for toddlers
1,-> IN THE NEWS TODAY <----
0,Blair attacks new culture of cynicism
0,Re: [SAdev]
0,[Spambayes] test sets?
1,ADV: RATES HAVE DROPPED -- FREE MORTGAGE RATE QUOTE nttvo ***
0,In praise of evolvable formats
1,Proven way to get a job....
0,RE: Java is for kiddies
0,One scam to rule them all..
0,[use Perl] Stories for 2002-07-23
0,You can't beat city hall
0,AOL scaling back IM interoperability
1,Computer File Protection
0,[zzzzteana] That wacky imam
0,Re: Goodbye Global Warming
1,Your Online Prescription Source I
0,Re: Microsoft buys XDegress - more of a p2p/distributed data thing...
0,[Razor-users] report and revoke the same message
0,[Spambayes] Deployment
1,"FORTUNE 500 COMPANY HIRING, AT HOME REPS."
0,Re: Zoot apt/openssh & new DVD playing doc
0,Benjamin Wallace Higgins
0,Parasites may sap male longevity
1,Minimize your phone expenses
0,Patch to complete a change...
1,Your eBay account is about to expire!
1,"Erections O-plenty, Herbal Viagra"
0,Re: --with ...
1,Get your own fountain of youth! HGH human growth hormone from 21st Century!17441
1,Fix your credit... Online.
0,[zzzzteana] must see
0,Re: NASA mindreading
1,Secretly Record all internet activity on any computer... BV
0,Re: [IIU] IE nameserver problems
0,Re: introductions
0,Re: SF Weekly's Ultimate SF Date lineup :-)
1,Congratulations on Your 2 New Signups
0,Re: [ILUG] [OT] GPL & PHP Question
0,Re: [Razor-users] False Positives on EFF Messages
0,Keeping up with The
1,85% APPROVAL RATE pcptu
0,New Strongbad E-Mail
1,FREE Cell Phone + $50 Cash Back!
0,[SAtalk]
1,Re:
1,"Be First...It""s Your Turn...Don't Miss Out! nox"
1,Re: Want to go on a date?
1,A Guaranteed Check for you
0,alsa-driver rebuild fails with undeclared USB symbol
0,Re: [Razor-users] Stripping the SpamAssassin report
0,Re: Problem with an rpm...
0,Re: K3B
0,Laura Bush's 419 letter
1,"Save up to 50% on laser printer, copier, and fax cartridges."
0,RE: [Razor-users] What's wrong with the Razor servers now?
0,<nettime> The War Prayer
1,Behind Every Elite Producer...
1,"Jm, be your own private eye"
0,[SAtalk] why false positives are twenty times worse than false negatives
0,Re: [gst-devel] Red Hat 8.0
0,Re: [ILUG] mirroring on a running system
0,Re: Ouch...
1,What your wife wants for Christmass
0,[Webdev] php-mailsettings anyone?
0,Re: AA Meetings the Hottest Place to Meet Women With Big Bucks
0,Re: [ILUG] Dell GX260 V Redhat 7.3
1,Still looking for a house?
0,Re: [Razor-users] Razor with sendmail
1,ok?????
1,Visa ~ MasterCard ~ American Express ~ Etc. [6gho10]
0,"PKI smartcard/CA/profile/email/software interoperability, (real) standards, patents"
0,Re: Anolther sequence related traceback
0,Re: [ILUG] Formatting a windows partition from Linux
1,[WM]
1,I just put my webcam on 4u hunnie=)
0,Re: Bug report: msg n+1 marked read
0,[vox] Anarchist 'Scavenger Hunt' Raises D.C. Police Ire (fwd)
0,Re: a problem with apt-get
0,Down the Yahoo river
0,Re: The Big Jump
0,US blueprint for smallpox mass-vaccination
0,Re: How about subsidizing SSL access to Google?
1,You're Paying Too Much
1,CDR: REPORT FOR TODAY
0,Re: [SAtalk] Getting yourself removed from spam lists
0,Re: alsa-driver rebuild fails with undeclared USB symbol
1,CDR: Double The Speed of Your Computer!
0,Japa-crappers get high-tech
0,Re: Wifi query
0,[SACVS]
1,FINANCIAL FREEDOM
0,[Spambayes] All Cap or Cap Word Subjects
1,"LazyTraders: $449,000 on Wednesday, 1.1 Mil this week."
0,Pensioners and housebuyers suffer
1,looking 4 real fun 211075433222
0,[SACVS]
1,Brighten Those Teeth
0,Re: CVS report
0,"Lest anyone doubt that Brent has a good heart. ""I laughed, because here's t"
0,Re: SimPastry
0,"Re: [zzzzteana] Not a materialisation, but a transfiguration"
1,Michael asked me to send this to you.
1,CDR: Ink Prices Got You Down? 25395
0,Re: Polit-spam
0,[SAdev] [Bug 1006] Spamassassin's build process makes packaging unnecessarily difficult
1,SPS se odrekao Slobodana Milosevica
0,[ILUG] Ireland's hub just moved further away from the internet.
0,[Razor-users]
1,"CDR: The Government Grants You $25,000!"
0,RE: [ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3)
0,RedHat 8.0 ISO Mirror(s)
1,FW:>Re: Herbal Supplements only $24.99! Limited supply. NTZY
1,link to my webcam you wanted
0,Pitch Dark Bar Opens for Blind Dates
1,Congratulations on Your 6 New Signups
